iteration,DAGWO_r0.1,DAGWO_r0.2,DAGWO_r0.3,DAGWO_r0.4,DAGWO_r0.5,GWO,DA
204,3.916E7,4.06E7,4.2281666666666664E7,4.498E7,4.1995E7,3.9063333333333336E7,5.9193333333333336E7
205,3.916E7,4.1711666666666664E7,4.19E7,4.4831666666666664E7,4.0221666666666664E7,3.7425E7,5.9193333333333336E7
206,3.9798333333333336E7,4.1728333333333336E7,4.1705E7,4.3481666666666664E7,4.1705E7,3.8065E7,5.9193333333333336E7
207,4.029E7,4.095E7,4.0258333333333336E7,4.48E7,4.1401666666666664E7,3.7345E7,5.9193333333333336E7
208,4.0895E7,4.147E7,4.2471666666666664E7,4.3633333333333336E7,4.1366666666666664E7,3.633E7,5.9193333333333336E7
209,4.1673333333333336E7,4.087E7,4.22E7,4.4016666666666664E7,4.2398333333333336E7,3.4946666666666664E7,5.9193333333333336E7
210,4.002E7,4.1253333333333336E7,4.0701666666666664E7,4.4718333333333336E7,4.0796666666666664E7,3.5756666666666664E7,5.9193333333333336E7
211,3.9511666666666664E7,4.0933333333333336E7,4.1866666666666664E7,4.1533333333333336E7,4.231E7,3.712E7,5.9193333333333336E7
212,4.0373333333333336E7,4.1285E7,4.1058333333333336E7,4.2223333333333336E7,4.1085E7,3.6801666666666664E7,5.9193333333333336E7
213,3.9478333333333336E7,4.1491666666666664E7,4.1398333333333336E7,4.1071666666666664E7,4.2145E7,3.6295E7,5.9193333333333336E7
214,4.1578333333333336E7,4.0295E7,4.2503333333333336E7,4.3823333333333336E7,4.0901666666666664E7,3.7586666666666664E7,5.9193333333333336E7
215,4.0878333333333336E7,4.1776666666666664E7,4.2105E7,4.285E7,3.9635E7,3.6518333333333336E7,5.9193333333333336E7
216,4.0035E7,4.1491666666666664E7,4.1718333333333336E7,4.2458333333333336E7,3.9785E7,3.6181666666666664E7,5.9193333333333336E7
217,3.9986666666666664E7,4.0105E7,4.0541666666666664E7,4.1835E7,3.8738333333333336E7,3.5641666666666664E7,5.9193333333333336E7
218,3.9396666666666664E7,4.1426666666666664E7,4.0466666666666664E7,4.2606666666666664E7,3.8456666666666664E7,3.5878333333333336E7,5.9193333333333336E7
219,4.019E7,4.0361666666666664E7,3.9878333333333336E7,4.2763333333333336E7,3.8253333333333336E7,3.5826666666666664E7,5.9193333333333336E7
220,3.9093333333333336E7,4.0801666666666664E7,4.1831666666666664E7,4.2086666666666664E7,4.0193333333333336E7,3.5876666666666664E7,5.9193333333333336E7
221,3.9903333333333336E7,4.0985E7,4.0956666666666664E7,3.9645E7,3.9801666666666664E7,3.5656666666666664E7,5.9193333333333336E7
222,3.9666666666666664E7,4.0278333333333336E7,4.072E7,4.0755E7,3.8391666666666664E7,3.5355E7,5.9193333333333336E7
223,3.9396666666666664E7,4.0631666666666664E7,3.9795E7,4.2616666666666664E7,3.906E7,3.5051666666666664E7,5.9193333333333336E7
224,3.9396666666666664E7,4.0711666666666664E7,4.04E7,4.1745E7,3.8755E7,3.5945E7,5.9193333333333336E7
225,3.9191666666666664E7,4.0918333333333336E7,4.0975E7,4.069E7,3.8943333333333336E7,3.5641666666666664E7,5.9193333333333336E7
226,3.862E7,3.9753333333333336E7,4.0351666666666664E7,4.1585E7,3.844E7,3.5735E7,5.9193333333333336E7
227,3.938E7,4.0598333333333336E7,4.1038333333333336E7,4.1213333333333336E7,3.9133333333333336E7,3.5641666666666664E7,5.9193333333333336E7
228,3.8838333333333336E7,3.9583333333333336E7,4.0015E7,4.0675E7,3.8423333333333336E7,3.5338333333333336E7,5.9193333333333336E7
229,3.852E7,4.0173333333333336E7,3.9575E7,4.015E7,3.861E7,3.5355E7,5.9193333333333336E7
230,3.9158333333333336E7,3.945E7,3.9606666666666664E7,4.1895E7,3.866E7,3.5338333333333336E7,5.9193333333333336E7
231,3.8823333333333336E7,3.9738333333333336E7,3.9863333333333336E7,4.0928333333333336E7,3.8575E7,3.5338333333333336E7,5.9193333333333336E7
232,3.9125E7,4.0056666666666664E7,3.9576666666666664E7,4.0181666666666664E7,3.7548333333333336E7,3.5338333333333336E7,5.9193333333333336E7
233,3.8806666666666664E7,3.9518333333333336E7,4.0033333333333336E7,4.0066666666666664E7,3.7515E7,3.5338333333333336E7,5.9193333333333336E7
234,3.911E7,3.9901666666666664E7,4.0096666666666664E7,4.0403333333333336E7,3.7515E7,3.5338333333333336E7,5.9193333333333336E7
235,3.8635E7,4.0441666666666664E7,3.9895E7,3.9545E7,3.7816666666666664E7,3.5338333333333336E7,5.9193333333333336E7
236,3.8701666666666664E7,4.0173333333333336E7,3.9443333333333336E7,3.9445E7,3.807E7,3.5083333333333336E7,5.9193333333333336E7
237,3.8953333333333336E7,3.9346666666666664E7,3.9425E7,4.0371666666666664E7,3.8833333333333336E7,3.5083333333333336E7,5.9193333333333336E7
238,3.8366666666666664E7,3.96E7,3.9121666666666664E7,4.225E7,3.8323333333333336E7,3.5083333333333336E7,5.9193333333333336E7
239,3.8316666666666664E7,3.933E7,3.9441666666666664E7,4.0116666666666664E7,3.8356666666666664E7,3.5083333333333336E7,5.9193333333333336E7
240,3.9193333333333336E7,3.9296666666666664E7,4.2103333333333336E7,3.9545E7,3.8595E7,3.5083333333333336E7,5.9193333333333336E7
241,3.8603333333333336E7,3.8706666666666664E7,3.941E7,3.9876666666666664E7,3.7801666666666664E7,3.5083333333333336E7,5.9193333333333336E7
242,3.83E7,3.9661666666666664E7,3.9306666666666664E7,3.9495E7,3.8103333333333336E7,3.5083333333333336E7,5.9193333333333336E7
243,3.8938333333333336E7,4.0158333333333336E7,3.8936666666666664E7,3.9798333333333336E7,3.7415E7,3.4493333333333336E7,5.9193333333333336E7
244,3.83E7,4.0126666666666664E7,3.86E7,3.8938333333333336E7,3.8008333333333336E7,3.478E7,5.9193333333333336E7
245,3.943E7,3.9601666666666664E7,3.8903333333333336E7,3.8635E7,3.826E7,3.4476666666666664E7,5.9193333333333336E7
246,3.8906666666666664E7,3.965E7,3.9206666666666664E7,3.8888333333333336E7,3.7418333333333336E7,3.4476666666666664E7,5.9193333333333336E7
247,3.8603333333333336E7,3.9938333333333336E7,3.8903333333333336E7,3.8618333333333336E7,3.7668333333333336E7,3.4476666666666664E7,5.9193333333333336E7
248,3.8873333333333336E7,3.987E7,3.8583333333333336E7,3.8921666666666664E7,3.7673333333333336E7,3.4763333333333336E7,5.9193333333333336E7
249,3.8586666666666664E7,3.8993333333333336E7,3.8903333333333336E7,3.8618333333333336E7,3.6493333333333336E7,3.4476666666666664E7,5.9193333333333336E7
250,3.9E7,3.901E7,3.9221666666666664E7,3.924E7,3.6271666666666664E7,3.4476666666666664E7,5.9193333333333336E7
251,3.8906666666666664E7,3.8708333333333336E7,4.0016666666666664E7,3.897E7,3.5681666666666664E7,3.4476666666666664E7,5.9193333333333336E7
252,3.9158333333333336E7,3.901E7,3.8296666666666664E7,3.8583333333333336E7,3.6171666666666664E7,3.4476666666666664E7,5.9193333333333336E7
253,3.946E7,3.9026666666666664E7,3.9255E7,3.8331666666666664E7,3.5698333333333336E7,3.4476666666666664E7,5.9193333333333336E7
254,3.8823333333333336E7,3.9331666666666664E7,3.8698333333333336E7,3.8618333333333336E7,3.482E7,3.4476666666666664E7,5.9193333333333336E7
255,3.8905E7,3.871E7,3.8901666666666664E7,3.7775E7,3.5631666666666664E7,3.4476666666666664E7,5.9193333333333336E7
256,3.9093333333333336E7,3.8421666666666664E7,3.838E7,3.8061666666666664E7,3.6155E7,3.4476666666666664E7,5.9193333333333336E7
257,3.8953333333333336E7,3.8405E7,3.8953333333333336E7,3.8381666666666664E7,3.5361666666666664E7,3.4476666666666664E7,5.9193333333333336E7
258,3.8938333333333336E7,3.8421666666666664E7,3.86E7,3.8078333333333336E7,3.5648333333333336E7,3.4476666666666664E7,5.9193333333333336E7
259,3.9461666666666664E7,3.8388333333333336E7,3.801E7,3.7758333333333336E7,3.5615E7,3.4476666666666664E7,5.9193333333333336E7
260,3.8956666666666664E7,3.8421666666666664E7,3.838E7,3.7471666666666664E7,3.536E7,3.4476666666666664E7,5.9193333333333336E7
261,3.8315E7,3.8723333333333336E7,3.801E7,3.7185E7,3.4771666666666664E7,3.419E7,5.9193333333333336E7
262,3.8905E7,3.8978333333333336E7,3.8313333333333336E7,3.6881666666666664E7,3.4771666666666664E7,3.419E7,5.9193333333333336E7
263,3.8685E7,3.8421666666666664E7,3.7723333333333336E7,3.7168333333333336E7,3.5008333333333336E7,3.419E7,5.9193333333333336E7
264,3.8366666666666664E7,3.8405E7,3.779E7,3.6881666666666664E7,3.4771666666666664E7,3.419E7,5.9193333333333336E7
265,3.9496666666666664E7,3.8403333333333336E7,3.8313333333333336E7,3.6881666666666664E7,3.509E7,3.419E7,5.9193333333333336E7
266,3.8316666666666664E7,3.8388333333333336E7,3.7723333333333336E7,3.6881666666666664E7,3.4518333333333336E7,3.419E7,5.9193333333333336E7
267,3.83E7,3.8405E7,3.8313333333333336E7,3.7168333333333336E7,3.4518333333333336E7,3.419E7,5.9193333333333336E7
268,3.8586666666666664E7,3.8405E7,3.8026666666666664E7,3.6881666666666664E7,3.4198333333333336E7,3.419E7,5.9193333333333336E7
269,3.83E7,3.842E7,3.7806666666666664E7,3.6881666666666664E7,3.3911666666666664E7,3.419E7,5.9193333333333336E7
270,3.8366666666666664E7,3.8405E7,3.7723333333333336E7,3.7168333333333336E7,3.3911666666666664E7,3.419E7,5.9193333333333336E7
271,3.83E7,3.8995E7,3.779E7,3.6881666666666664E7,3.3911666666666664E7,3.419E7,5.9193333333333336E7
272,3.83E7,3.8101666666666664E7,3.7821666666666664E7,3.6881666666666664E7,3.3625E7,3.419E7,5.9193333333333336E7
273,3.8618333333333336E7,3.8405E7,3.7436666666666664E7,3.6881666666666664E7,3.3625E7,3.419E7,5.9193333333333336E7
274,3.8921666666666664E7,3.8471666666666664E7,3.7436666666666664E7,3.6881666666666664E7,3.3625E7,3.419E7,5.9193333333333336E7
275,3.8618333333333336E7,3.8101666666666664E7,3.7436666666666664E7,3.6881666666666664E7,3.3625E7,3.419E7,5.9193333333333336E7
276,3.8586666666666664E7,3.8101666666666664E7,3.7436666666666664E7,3.6881666666666664E7,3.3625E7,3.419E7,5.9193333333333336E7
277,1.3419333333333333E8,3.8405E7,3.774E7,3.6676666666666664E7,3.3911666666666664E7,3.419E7,5.9193333333333336E7
278,3.8586666666666664E7,3.842E7,3.7436666666666664E7,3.6693333333333336E7,3.3625E7,3.419E7,5.9193333333333336E7
279,3.8366666666666664E7,3.8405E7,3.774E7,3.6676666666666664E7,3.3625E7,3.419E7,5.9193333333333336E7
280,3.83E7,3.8405E7,3.774E7,3.6676666666666664E7,3.3625E7,3.419E7,5.9193333333333336E7
281,3.8586666666666664E7,3.8101666666666664E7,3.774E7,3.698E7,3.3625E7,3.419E7,5.9193333333333336E7
282,3.8586666666666664E7,3.8405E7,3.7436666666666664E7,3.6693333333333336E7,3.3625E7,3.419E7,5.9193333333333336E7
283,3.8586666666666664E7,3.8405E7,3.7436666666666664E7,3.6676666666666664E7,3.3625E7,3.419E7,5.9193333333333336E7
284,3.83E7,3.8405E7,3.7436666666666664E7,3.6676666666666664E7,3.3625E7,3.419E7,5.9193333333333336E7
285,3.8586666666666664E7,3.8101666666666664E7,3.7436666666666664E7,3.6676666666666664E7,3.361E7,3.419E7,5.9193333333333336E7
286,3.8366666666666664E7,3.8405E7,3.7436666666666664E7,3.6676666666666664E7,3.361E7,3.419E7,5.9193333333333336E7
287,3.83E7,3.8708333333333336E7,3.7436666666666664E7,3.639E7,3.361E7,3.419E7,5.9193333333333336E7
288,3.83E7,3.8101666666666664E7,3.7436666666666664E7,3.6676666666666664E7,3.361E7,3.419E7,5.9193333333333336E7
289,3.83E7,3.8405E7,3.7436666666666664E7,3.6676666666666664E7,3.361E7,3.419E7,5.9193333333333336E7
290,3.83E7,3.8405E7,3.7436666666666664E7,3.639E7,3.361E7,3.419E7,5.9193333333333336E7
291,3.8316666666666664E7,3.8405E7,3.7436666666666664E7,3.639E7,3.361E7,3.419E7,5.9193333333333336E7
292,3.83E7,3.8101666666666664E7,3.7436666666666664E7,3.639E7,3.361E7,3.419E7,5.9193333333333336E7
293,3.83E7,3.8101666666666664E7,3.7436666666666664E7,3.639E7,3.361E7,3.419E7,5.9193333333333336E7
294,3.8586666666666664E7,3.8101666666666664E7,3.7436666666666664E7,3.639E7,3.361E7,3.419E7,5.9193333333333336E7
295,3.803E7,3.8101666666666664E7,3.7436666666666664E7,3.639E7,3.361E7,3.419E7,5.9193333333333336E7
296,3.8013333333333336E7,3.8101666666666664E7,3.7436666666666664E7,3.639E7,3.361E7,3.419E7,5.9193333333333336E7
297,3.83E7,3.8101666666666664E7,3.7436666666666664E7,3.639E7,3.361E7,3.419E7,5.9193333333333336E7
298,3.911E7,3.8101666666666664E7,3.7436666666666664E7,3.639E7,3.361E7,3.419E7,5.9193333333333336E7
299,3.8013333333333336E7,3.8101666666666664E7,3.7436666666666664E7,3.639E7,3.361E7,3.419E7,5.9193333333333336E7
300,3.8013333333333336E7,3.8101666666666664E7,3.7436666666666664E7,3.639E7,3.361E7,0.0,5.9193333333333336E7
