iteration,DAGWO_r0.1,DAGWO_r0.2,DAGWO_r0.3,DAGWO_r0.4,DAGWO_r0.5,GWO,DA
200,1.7987793333333334E8,1.9180993333333334E8,1.9301613333333334E8,2.6685333333333334E8,2.1541733333333334E8,2.005242E8,2.0763826666666666E8
201,1.763008E8,1.8936766666666666E8,1.9228886666666666E8,2.0348586666666666E8,2.0916033333333334E8,1.9950306666666666E8,2.0763826666666666E8
202,1.7742146666666666E8,1.9046373333333334E8,2.0075766666666666E8,2.006066E8,2.1250546666666666E8,1.979886E8,2.0763826666666666E8
203,1.7423813333333334E8,1.873472E8,1.89202E8,2.058706E8,2.1117193333333334E8,1.973912E8,2.0763826666666666E8
204,1.7056253333333334E8,1.9404606666666666E8,1.9660886666666666E8,2.0533346666666666E8,2.0730993333333334E8,1.9687946666666666E8,2.0763826666666666E8
205,1.7493506666666666E8,1.914382E8,1.9177753333333334E8,2.039572E8,2.056726E8,1.9867326666666666E8,2.0763826666666666E8
206,1.7749733333333334E8,2.32647E8,1.991644E8,2.05423E8,2.0804746666666666E8,1.9584213333333334E8,2.0763826666666666E8
207,1.7335966666666666E8,1.9911513333333334E8,1.946734E8,1.9792106666666666E8,2.1555353333333334E8,1.9482786666666666E8,2.0763826666666666E8
208,1.7488093333333334E8,1.873756E8,1.8667333333333334E8,2.035086E8,2.138254E8,1.900482E8,2.0763826666666666E8
209,1.7583486666666666E8,1.9246426666666666E8,1.946916E8,2.024332E8,2.1366413333333334E8,1.9311393333333334E8,2.0763826666666666E8
210,1.770228E8,1.8497146666666666E8,1.88238E8,1.9877273333333334E8,2.117828E8,1.8842893333333334E8,2.0763826666666666E8
211,1.7534993333333334E8,1.8871573333333334E8,1.9011193333333334E8,2.0104526666666666E8,2.1054786666666666E8,1.8881386666666666E8,2.0763826666666666E8
212,1.708308E8,1.8606506666666666E8,1.8815853333333334E8,1.9855286666666666E8,2.083836E8,1.8744913333333334E8,2.0763826666666666E8
213,1.730692E8,1.951138E8,1.8813053333333334E8,1.9840393333333334E8,2.1212033333333334E8,1.8308073333333334E8,2.0763826666666666E8
214,1.7258373333333334E8,1.8556573333333334E8,1.9639253333333334E8,1.9828966666666666E8,2.112464E8,1.824676E8,2.0763826666666666E8
215,1.72843E8,1.8516426666666666E8,2.599476E8,1.9562973333333334E8,2.07331E8,1.814732E8,2.0763826666666666E8
216,1.7190013333333334E8,1.8557953333333334E8,1.8491186666666666E8,2.027994E8,2.056844E8,1.8356253333333334E8,2.0763826666666666E8
217,1.6994473333333334E8,1.8131473333333334E8,1.8437373333333334E8,1.96789E8,2.0676213333333334E8,1.8205E8,2.0763826666666666E8
218,1.6841953333333334E8,1.8118526666666666E8,1.862104E8,1.990372E8,2.1058813333333334E8,1.8141266666666666E8,2.0763826666666666E8
219,1.679636E8,1.87596E8,1.8626386666666666E8,2.33269E8,2.0972066666666666E8,1.784656E8,2.0763826666666666E8
220,1.7126126666666666E8,1.8010906666666666E8,1.85755E8,1.980016E8,2.0598366666666666E8,1.7640766666666666E8,2.0763826666666666E8
221,1.6703633333333334E8,1.808252E8,1.8714413333333334E8,2.2954906666666666E8,2.047466E8,1.7858633333333334E8,2.0763826666666666E8
222,1.6734173333333334E8,1.873248E8,1.8089386666666666E8,1.95522E8,2.0601486666666666E8,1.7372086666666666E8,2.0763826666666666E8
223,1.6678553333333334E8,1.8359893333333334E8,1.8812413333333334E8,1.933624E8,2.073268E8,1.7004873333333334E8,2.0763826666666666E8
224,1.6899826666666666E8,1.832236E8,1.8592333333333334E8,1.968652E8,2.044096E8,1.697974E8,2.0763826666666666E8
225,1.668182E8,1.8300866666666666E8,1.8335066666666666E8,1.938202E8,2.068438E8,1.6733306666666666E8,2.0763826666666666E8
226,1.6645273333333334E8,1.8298433333333334E8,1.8476973333333334E8,1.97538E8,2.0254766666666666E8,1.6602933333333334E8,2.0763826666666666E8
227,1.659816E8,1.8190706666666666E8,1.861458E8,1.9567646666666666E8,2.061196E8,1.6352506666666666E8,2.0763826666666666E8
228,1.6885606666666666E8,1.82558E8,1.883888E8,1.936062E8,2.0111973333333334E8,1.6195833333333334E8,2.0763826666666666E8
229,1.6217773333333334E8,1.824464E8,1.8129253333333334E8,1.8947566666666666E8,2.0104693333333334E8,1.6150833333333334E8,2.0763826666666666E8
230,1.6513606666666666E8,1.831244E8,1.778248E8,1.970458E8,2.0537133333333334E8,1.62537E8,2.0763826666666666E8
231,1.6423946666666666E8,1.833874E8,1.81003E8,1.9205406666666666E8,2.0062253333333334E8,1.6121986666666666E8,2.0763826666666666E8
232,1.650398E8,1.825486E8,1.8562586666666666E8,1.9116146666666666E8,1.9661026666666666E8,1.5750193333333334E8,2.0763826666666666E8
233,1.636068E8,1.8354853333333334E8,1.8624586666666666E8,1.9107786666666666E8,2.5072433333333334E8,1.5745506666666666E8,2.0763826666666666E8
234,1.7075146666666666E8,1.762082E8,1.823264E8,1.917896E8,1.9603786666666666E8,1.5452746666666666E8,2.0763826666666666E8
235,1.6164073333333334E8,1.819614E8,1.86622E8,2.789866666666667E8,1.9591226666666666E8,1.5359326666666666E8,2.0763826666666666E8
236,1.64654E8,1.7605506666666666E8,1.8786373333333334E8,1.948996E8,2.0288233333333334E8,1.5033453333333334E8,2.0763826666666666E8
237,1.5892E8,1.793478E8,1.7897633333333334E8,1.928296E8,1.96377E8,1.5111706666666666E8,2.0763826666666666E8
238,1.648706E8,1.7689673333333334E8,1.8604893333333334E8,1.9079786666666666E8,1.9816013333333334E8,1.50924E8,2.0763826666666666E8
239,1.6225086666666666E8,1.764556E8,1.811538E8,1.87684E8,1.994534E8,1.5007046666666666E8,2.0763826666666666E8
240,1.6347793333333334E8,1.8171033333333334E8,1.7683326666666666E8,1.8519286666666666E8,2.0011966666666666E8,1.4986493333333334E8,2.0763826666666666E8
241,1.6459886666666666E8,1.797824E8,1.800056E8,1.8884086666666666E8,1.9950766666666666E8,1.4740486666666666E8,2.0763826666666666E8
242,1.615142E8,1.73351E8,1.7631253333333334E8,1.8614073333333334E8,2.0162326666666666E8,1.4662733333333334E8,2.0763826666666666E8
243,1.606548E8,1.7180693333333334E8,1.744384E8,1.867226E8,1.9346186666666666E8,1.456984E8,2.0763826666666666E8
244,1.61781E8,1.7206126666666666E8,1.7562046666666666E8,1.8974993333333334E8,1.9584173333333334E8,1.4525606666666666E8,2.0763826666666666E8
245,1.6235473333333334E8,1.753604E8,1.7999046666666666E8,1.8898066666666666E8,1.9341113333333334E8,1.420324E8,2.0763826666666666E8
246,1.593542E8,1.8052033333333334E8,1.7745986666666666E8,2.4305986666666666E8,1.94826E8,1.4264266666666666E8,2.0763826666666666E8
247,1.5979646666666666E8,1.7220433333333334E8,1.7452593333333334E8,1.8213986666666666E8,1.9329193333333334E8,1.4162726666666666E8,2.0763826666666666E8
248,1.597258E8,1.7434793333333334E8,1.733564E8,2.1820306666666666E8,1.934576E8,1.4166393333333334E8,2.0763826666666666E8
249,1.5755586666666666E8,1.7479173333333334E8,1.7554606666666666E8,1.876752E8,1.96247E8,1.413754E8,2.0763826666666666E8
250,1.5675146666666666E8,1.827498E8,1.7986506666666666E8,1.8227366666666666E8,1.9490666666666666E8,1.411914E8,2.0763826666666666E8
251,1.5592493333333334E8,2.2961353333333334E8,1.7693933333333334E8,1.89344E8,1.9069813333333334E8,1.3857166666666666E8,2.0763826666666666E8
252,1.5562166666666666E8,1.741582E8,1.7721006666666666E8,1.837142E8,1.9128826666666666E8,1.3771786666666666E8,2.0763826666666666E8
253,1.562374E8,1.74444E8,1.7076626666666666E8,1.8039906666666666E8,1.898202E8,1.364242E8,2.0763826666666666E8
254,1.578982E8,1.7512086666666666E8,1.7927493333333334E8,1.824342E8,1.8947853333333334E8,1.3579466666666666E8,2.0763826666666666E8
255,1.5646713333333334E8,1.760984E8,1.7810893333333334E8,1.8623626666666666E8,1.935866E8,1.3503153333333334E8,2.0763826666666666E8
256,1.5426193333333334E8,2.348076E8,1.678896E8,1.835086E8,1.9457766666666666E8,1.3535673333333334E8,2.0763826666666666E8
257,1.53786E8,2.766976E8,1.7073866666666666E8,1.771132E8,1.865968E8,1.3537226666666666E8,2.0763826666666666E8
258,1.551452E8,1.7166613333333334E8,1.746344E8,1.8009586666666666E8,1.8788246666666666E8,1.354342E8,2.0763826666666666E8
259,1.5407746666666666E8,1.7222766666666666E8,1.753782E8,1.8057246666666666E8,1.87478E8,1.3440026666666666E8,2.0763826666666666E8
260,1.552366E8,1.7308953333333334E8,1.7518693333333334E8,1.7444533333333334E8,1.8198693333333334E8,1.3393826666666667E8,2.0763826666666666E8
261,1.543446E8,1.6689086666666666E8,1.6783986666666666E8,1.764846E8,1.836848E8,1.345058E8,2.0763826666666666E8
262,1.5390466666666666E8,1.7435406666666666E8,1.7187726666666666E8,1.8132106666666666E8,1.8027573333333334E8,1.3339686666666667E8,2.0763826666666666E8
263,1.5421086666666666E8,1.716292E8,1.755476E8,1.776018E8,1.8267606666666666E8,1.3236273333333333E8,2.0763826666666666E8
264,1.529028E8,1.6777893333333334E8,1.666926E8,1.7916266666666666E8,1.8141966666666666E8,1.3220933333333333E8,2.0763826666666666E8
265,1.527486E8,1.703592E8,1.691462E8,1.774846E8,1.8045206666666666E8,1.3240973333333333E8,2.0763826666666666E8
266,1.528892E8,1.6650086666666666E8,1.693972E8,1.745472E8,1.813328E8,1.3242806666666667E8,2.0763826666666666E8
267,1.552504E8,1.681632E8,1.6559013333333334E8,1.753652E8,1.783902E8,1.3277186666666667E8,2.0763826666666666E8
268,1.5495993333333334E8,1.667362E8,2.3132946666666666E8,1.7677273333333334E8,1.7672086666666666E8,1.3210566666666667E8,2.0763826666666666E8
269,1.5743813333333334E8,1.6421886666666666E8,1.6112446666666666E8,1.7583226666666666E8,1.842276E8,1.3151133333333333E8,2.0763826666666666E8
270,1.5366766666666666E8,1.6244133333333334E8,1.666648E8,1.718016E8,1.7390406666666666E8,1.3119213333333333E8,2.0763826666666666E8
271,1.535868E8,1.6373873333333334E8,1.6990346666666666E8,1.7145053333333334E8,1.8017473333333334E8,1.3067146666666667E8,2.0763826666666666E8
272,1.5333953333333334E8,1.6594013333333334E8,1.7017006666666666E8,1.6820606666666666E8,1.765038E8,1.3080986666666667E8,2.0763826666666666E8
273,1.5298113333333334E8,1.6236893333333334E8,1.6529446666666666E8,1.709988E8,1.7594886666666666E8,1.3091773333333333E8,2.0763826666666666E8
274,1.5198653333333334E8,1.6129706666666666E8,1.6368026666666666E8,1.7048153333333334E8,1.7827386666666666E8,1.3050993333333333E8,2.0763826666666666E8
275,1.5086886666666666E8,1.606704E8,1.6713766666666666E8,1.678106E8,1.77042E8,1.2960426666666667E8,2.0763826666666666E8
276,1.514278E8,1.573708E8,1.6033013333333334E8,1.668422E8,1.7375286666666666E8,1.2986426666666667E8,2.0763826666666666E8
277,1.52961E8,1.60055E8,1.619538E8,1.6978426666666666E8,1.726684E8,1.2954846666666667E8,2.0763826666666666E8
278,1.5308926666666666E8,1.5729146666666666E8,1.6591633333333334E8,1.6540113333333334E8,1.685106E8,1.2975373333333333E8,2.0763826666666666E8
279,1.49232E8,1.611212E8,1.5927666666666666E8,1.647582E8,1.7153646666666666E8,1.295172E8,2.0763826666666666E8
280,1.4888786666666666E8,1.575176E8,1.6351373333333334E8,1.648034E8,1.7308933333333334E8,1.2950406666666667E8,2.0763826666666666E8
281,1.4923273333333334E8,1.6004493333333334E8,1.64304E8,1.6485433333333334E8,1.681742E8,1.2971346666666667E8,2.0763826666666666E8
282,1.498456E8,1.5914893333333334E8,1.5574166666666666E8,1.6363853333333334E8,1.7282733333333334E8,1.296822E8,2.0763826666666666E8
283,1.4931086666666666E8,1.596888E8,1.6409046666666666E8,1.6240206666666666E8,1.689638E8,1.2937533333333333E8,2.0763826666666666E8
284,1.5014706666666666E8,1.564406E8,1.5890133333333334E8,1.6408846666666666E8,1.676132E8,1.2937626666666667E8,2.0763826666666666E8
285,1.48589E8,1.5801946666666666E8,1.6289093333333334E8,1.6403593333333334E8,1.6817913333333334E8,1.2937533333333333E8,2.0763826666666666E8
286,1.4926446666666666E8,1.5505633333333334E8,1.577542E8,1.6347886666666666E8,1.6741453333333334E8,1.2936713333333333E8,2.0763826666666666E8
287,1.4921473333333334E8,1.578128E8,1.5870986666666666E8,1.61776E8,1.633036E8,1.29376E8,2.0763826666666666E8
288,1.4917626666666666E8,1.535682E8,1.6328653333333334E8,1.6097146666666666E8,1.6226773333333334E8,1.2935893333333333E8,2.0763826666666666E8
289,1.4851353333333334E8,1.5791353333333334E8,1.6128146666666666E8,1.5971006666666666E8,1.6405146666666666E8,1.293678E8,2.0763826666666666E8
290,1.501192E8,1.5579E8,1.538218E8,1.598272E8,1.6080986666666666E8,1.2935893333333333E8,2.0763826666666666E8
291,1.4881533333333334E8,1.552088E8,1.5993773333333334E8,1.5864786666666666E8,1.6135506666666666E8,1.2935893333333333E8,2.0763826666666666E8
292,1.482592E8,2.205892E8,1.5767426666666666E8,1.6174173333333334E8,1.6168866666666666E8,1.2935893333333333E8,2.0763826666666666E8
293,1.485522E8,1.5248213333333334E8,1.5361786666666666E8,1.599212E8,1.6213233333333334E8,1.2935893333333333E8,2.0763826666666666E8
294,1.4863686666666666E8,1.5486206666666666E8,1.6090933333333334E8,1.5701333333333334E8,1.59566E8,1.2935893333333333E8,2.0763826666666666E8
295,1.4823646666666666E8,1.5531073333333334E8,1.562314E8,1.618502E8,1.5891186666666666E8,1.2935893333333333E8,2.0763826666666666E8
296,1.4818246666666666E8,1.5528766666666666E8,1.5666366666666666E8,1.5930046666666666E8,1.5920733333333334E8,1.293436E8,2.0763826666666666E8
297,1.4820666666666666E8,1.52509E8,1.5436933333333334E8,1.585688E8,1.5802133333333334E8,1.293436E8,2.0763826666666666E8
298,1.4819373333333334E8,1.5271346666666666E8,1.5375086666666666E8,1.5618713333333334E8,1.594988E8,1.293436E8,2.0763826666666666E8
299,1.478572E8,1.517182E8,1.5622453333333334E8,1.5850953333333334E8,1.5927906666666666E8,1.293436E8,2.0763826666666666E8
300,1.478782E8,1.5206346666666666E8,1.546768E8,1.566342E8,1.5863386666666666E8,0.0,2.0763826666666666E8
